MethodID, MethodName, RequirementID, RequirementName, ClassID, ClassName, Gold, Subject, OwnerClassT, OwnerClassN, OwnerClassE, #callermethods, #callermethodsT, #callermethodsN, #callermethodsE, #callerclasses, #callerclassesT, #callerclassesN, #callerclassesE, #calleemethods, #calleemethodsT, #calleemethodsN, #calleemethodsE, #calleeclasses, #calleeclassesT, #calleeclassesN, #calleeclassesE, CalleePrediction, CallerPrediction
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,3,R2,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,4,R3,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,5,R4,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,6,R5,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,7,R6,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
670,de.java_chess.javaChess.renderer2d.NotationPanel.setBlackPlayerName,8,R7,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,1,1,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,1,R0,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,2,R1,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,3,R2,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,4,R3,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,5,R4,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,6,R5,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,7,R6,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
671,de.java_chess.javaChess.renderer2d.NotationPanel.setGameNotation,8,R7,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,1,R0,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,8,8,0,0,2,2,0,0,1,1,0,0,1,1,0,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,2,R1,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,8,0,8,0,2,0,2,0,1,0,1,0,1,0,1,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,3,R2,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,8,0,8,0,2,0,2,0,1,0,1,0,1,0,1,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,4,R3,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,8,0,8,0,2,0,2,0,1,0,1,0,1,0,1,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,5,R4,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,8,0,8,0,2,0,2,0,1,0,1,0,1,0,1,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,6,R5,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,8,8,0,0,2,2,0,0,1,1,0,0,1,1,0,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,7,R6,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,8,8,0,0,2,2,0,0,1,1,0,0,1,1,0,0,null,null
672,de.java_chess.javaChess.renderer2d.NotationPanel.setText,8,R7,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,8,8,0,0,2,1,1,0,1,1,0,0,1,1,0,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,1,R0,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,2,R1,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,3,R2,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,4,R3,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,5,R4,91,de.java_chess.javaChess.renderer2d.NotationPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,6,R5,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,7,R6,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
673,de.java_chess.javaChess.renderer2d.NotationPanel.setWhitePlayerName,8,R7,91,de.java_chess.javaChess.renderer2d.NotationPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,1,1,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,1,R0,92,de.java_chess.javaChess.renderer2d.PieceRenderer,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,2,R1,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,3,R2,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,4,R3,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,5,R4,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,6,R5,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,7,R6,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
674,de.java_chess.javaChess.renderer2d.PieceRenderer.-init-,8,R7,92,de.java_chess.javaChess.renderer2d.PieceRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,1,R0,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,1,0,0,4,0,4,0,4,3,1,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,2,R1,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,4,2,2,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,3,R2,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,4,R3,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,5,R4,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,6,R5,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,4,2,2,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,7,R6,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,4,2,2,0,null,null
675,de.java_chess.javaChess.renderer2d.PiecesLayer.-init-,8,R7,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,4,0,4,0,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,1,R0,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,1,0,0,5,0,5,0,4,2,1,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,2,R1,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,5,5,0,0,4,2,1,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,3,R2,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,5,0,5,0,4,0,3,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,4,R3,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,5,0,5,0,4,1,2,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,5,R4,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,5,0,5,0,4,0,3,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,6,R5,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,5,5,0,0,4,3,0,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,7,R6,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,1,1,0,0,1,1,0,0,5,5,0,0,4,3,0,1,null,null
677,de.java_chess.javaChess.renderer2d.PiecesLayer.doPly,8,R7,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,1,0,1,0,1,0,1,0,5,0,5,0,4,0,3,1,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,1,R0,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,2,R1,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,3,R2,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,4,R3,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,5,R4,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,6,R5,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,7,R6,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,null,null
678,de.java_chess.javaChess.renderer2d.PiecesLayer.getAnimationLayer,8,R7,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,1,R0,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,1,1,0,7,0,7,0,5,5,0,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,2,R1,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,7,7,0,0,5,3,2,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,3,R2,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,7,0,7,0,5,0,5,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,4,R3,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,7,0,7,0,5,2,3,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,5,R4,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,7,0,7,0,5,0,5,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,6,R5,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,7,7,0,0,5,4,1,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,7,R6,93,de.java_chess.javaChess.renderer2d.PiecesLayer,T,T,1,0,0,2,2,0,0,2,2,0,0,7,7,0,0,5,4,1,0,null,null
680,de.java_chess.javaChess.renderer2d.PiecesLayer.repaintBoard,8,R7,93,de.java_chess.javaChess.renderer2d.PiecesLayer,N,N,0,1,0,2,0,2,0,2,0,2,0,7,0,7,0,5,0,5,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,1,R0,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,2,R1,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,3,R2,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,4,R3,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,5,R4,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,6,R5,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,7,R6,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
682,de.java_chess.javaChess.renderer2d.PositionRenderer.-init-,8,R7,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,1,R0,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,2,R1,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,3,R2,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,4,R3,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,5,R4,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,6,R5,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,7,R6,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,null,null
683,de.java_chess.javaChess.renderer2d.PositionRenderer.getPieceFrom,8,R7,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,1,R0,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,2,R1,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,3,R2,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,4,R3,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,5,R4,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,6,R5,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,7,R6,94,de.java_chess.javaChess.renderer2d.PositionRenderer,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
684,de.java_chess.javaChess.renderer2d.PositionRenderer.setIcon,8,R7,94,de.java_chess.javaChess.renderer2d.PositionRenderer,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,1,R0,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,2,R1,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,3,R2,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,4,R3,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,5,R4,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,6,R5,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,7,R6,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,null,null
686,de.java_chess.javaChess.renderer2d.StatusPanel.-init-,8,R7,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,1,R0,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,2,R1,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,3,R2,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,4,R3,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,5,R4,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,6,R5,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,7,R6,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
687,de.java_chess.javaChess.renderer2d.StatusPanel.jbInit,8,R7,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,1,R0,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,2,R1,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,3,R2,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,4,R3,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,5,R4,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,6,R5,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,7,R6,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
688,de.java_chess.javaChess.renderer2d.StatusPanel.setActionText,8,R7,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
689,de.java_chess.javaChess.renderer2d.StatusPanel.setStatusText,1,R0,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
689,de.java_chess.javaChess.renderer2d.StatusPanel.setStatusText,2,R1,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
689,de.java_chess.javaChess.renderer2d.StatusPanel.setStatusText,3,R2,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
689,de.java_chess.javaChess.renderer2d.StatusPanel.setStatusText,4,R3,95,de.java_chess.javaChess.renderer2d.StatusPanel,N,N,0,1,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
689,de.java_chess.javaChess.renderer2d.StatusPanel.setStatusText,5,R4,95,de.java_chess.javaChess.renderer2d.StatusPanel,T,T,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
